,Player,Position,Age,Height,Weight,GP
594,Matthew Benning,D,29.4,73,203,
595,Matthew Highmore,C,27.6,71,188,2.063959231671015
596,Matthew Kessel,D,23.3,74,205,
597,Matthew Knies,L,21.0,74,210,4.473210676907582
598,Matthew Phillips,C,25.5,67,140,2.8899136232766542
599,Matthew Tkachuk,L,25.8,74,201,1.120422826436519
600,Mattias Ekholm,D,33.4,76,215,
601,Mattias Janmark,C,30.8,73,205,1.657523562426791
602,Mattias Samuelsson,D,23.5,76,231,
603,Matty Beniers,C,20.9,74,178,1.5976773735645124
604,Max Comtois,L,24.7,74,210,1.7667493200791107
605,Max Domi,C,28.6,70,194,3.3135918442077323
606,Max Jones,L,25.6,75,216,2.1885110257889955
607,Max Pacioretty,L,34.9,74,217,3.2807022098934855
608,Max Willman,C,28.6,72,184,2.5557377388926277
609,Maxence Guenette,D,22.4,73,181,
610,Maxime Lajoie,D,25.9,73,196,
611,Michael Amadio,"C, R",27.4,73,204,1.9843113944136903
612,Michael Bunting,L,28.0,72,192,2.010213212572238
613,Michael Carcone,L,27.4,69,170,2.795912979690177
614,Michael Eyssimont,C,27.1,72,180,2.3228659431831185
615,Michael Kesselring,D,23.7,76,190,
616,Michael McCarron,R,28.6,78,232,3.1338505452557888
617,Michael McLeod,C,25.7,74,190,1.740201927938249
618,Michael Pezzetta,L,25.6,73,210,2.193945931421283
619,Michael Rasmussen,C,24.5,78,211,3.053519626594858
620,Michael Stone,D,33.3,75,210,
621,Mika Zibanejad,C,30.5,74,202,1.6615345286812426
622,Mikael Backlund,C,34.5,72,206,1.9759632992543161
623,Mikael Granlund,C,31.6,70,185,1.7629995207032811
624,Mikael Pyyhtia,L,21.8,72,166,4.548469373316697
625,Mike Hardman,L,24.7,74,205,3.8614091987252532
626,Mike Hoffman,L,33.9,72,190,1.5995718520904272
627,Mike Matheson,D,29.6,74,193,
628,Mike Reilly,D,30.2,73,196,
629,Mikey Anderson,D,24.4,72,195,
630,Mikhail Maltsev,L,25.6,75,198,3.5330107203347128
631,Mikhail Sergachev,D,25.3,73,217,
632,Mikko Rantanen,R,26.9,76,215,1.7463682859007719
633,Milan Lucic,L,35.3,75,240,1.3006875258877513
634,Miles Wood,L,28.1,74,195,2.3248492424241185
635,Milos Kelemen,L,24.2,74,210,3.1664487663627217
636,Miro Heiskanen,D,24.2,73,195,
637,Mitchell Marner,R,26.4,72,181,1.1370281394934787
638,Morgan Barron,C,24.8,76,220,3.086583177236603
639,Morgan Frost,C,24.4,71,170,2.2277723312762454
640,Morgan Geekie,C,25.2,75,200,1.7144552020977393
641,Morgan Rielly,D,29.6,73,222,
642,Moritz Seider,D,22.5,76,204,
643,Nate Schmidt,D,32.2,72,195,
644,Nathan Bastian,R,25.8,76,205,2.336569716486115
645,Nathan Beaulieu,D,30.8,74,200,
646,Nathan MacKinnon,C,28.1,72,200,1.9681282986634785
647,Nathan Smith,C,25.0,72,177,2.9630784667301673
648,Nathan Walker,L,29.6,69,187,3.5006785327990344
649,Nazem Kadri,C,33.0,72,185,1.2151807231848275
650,Neal Pionk,D,28.2,72,185,
651,Nic Dowd,C,33.3,73,193,1.9180208836193633
652,Nic Petan,C,28.5,69,175,2.588599874449505
653,Nicholas Paul,L,28.5,75,223,3.5288876590223155
654,Nicholas Robertson,L,22.1,69,183,3.6727770474124886
655,Nick Abruzzese,C,24.3,71,183,3.310844339439715
656,Nick Bjugstad,C,31.2,78,209,2.056605482342202
657,Nick Blankenburg,D,25.4,69,177,
658,Nick Bonino,C,35.4,73,195,1.6441490321743943
659,Nick Cicek,D,23.3,75,201,
660,Nick Cousins,C,30.2,71,192,1.7807099258441839
661,Nick DeSimone,D,28.9,74,185,
662,Nick Foligno,L,35.9,72,210,2.2823854429083617
663,Nick Holden,D,36.4,76,210,
664,Nick Jensen,D,33.0,73,205,
665,Nick Leddy,D,32.5,72,205,
666,Nick Perbix,D,25.3,74,191,
667,Nick Ritchie,L,27.8,75,236,1.7733152314239005
668,Nick Schmaltz,C,27.6,72,181,2.434295123850023
669,Nick Seeler,D,30.3,74,201,
670,Nick Suzuki,C,24.1,71,208,2.0731131179942883
671,Nick Swaney,R,26.1,70,178,2.52081765306418
672,Nicklas Backstrom,C,35.9,73,202,2.9883616431081426
673,Nico Hischier,C,24.7,73,175,2.037578589895368
674,Nico Sturm,C,28.4,75,209,1.935329478409297
675,Nicolas Aube-Kubel,R,27.4,72,207,1.9546408237832344
676,Nicolas Deslauriers,L,32.6,73,220,2.2063210532467847
677,Nicolas Hague,D,24.8,78,230,
678,Nicolas Roy,C,26.7,76,202,2.0265796406753918
679,Nikita Alexandrov,C,23.0,73,177,5.068947819814286
680,Nikita Kucherov,R,30.3,71,181,2.4798341557450967
681,Nikita Nesterenko,C,22.1,74,183,4.317316453539167
682,Nikita Okhotiuk,D,22.8,73,195,
683,Nikita Soshnikov,R,30.0,71,190,3.0536423022351515
684,Nikita Zadorov,D,28.5,78,248,
685,Nikita Zaitsev,D,31.9,74,192,
686,Niko Mikkola,D,27.4,76,209,
687,Nikolai Knyzhov,D,26.5,75,222,
688,Nikolaj Ehlers,L,27.6,72,169,1.493911054915921
689,Nils Aman,C,23.6,74,179,2.827524365942758
690,Nils Hoglander,L,22.8,69,185,2.846253952127252
691,Nils Lundkvist,D,23.2,71,190,
692,Nino Niederreiter,R,31.1,74,218,1.429986909030988
693,Noah Cates,L,24.7,73,165,2.387057929753696
694,Noah Dobson,D,23.7,76,194,
695,Noah Gregor,C,25.2,72,190,1.9395881109142736
696,Noah Hanifin,D,26.7,75,207,
697,Noah Juulsen,D,26.5,74,201,
698,Noel Acciari,C,31.8,70,209,2.615402921157656
699,Nolan Foote,L,22.8,75,196,3.69022396474794
700,Oliver Bjorkstrand,R,28.5,72,175,1.167330505897966
701,Oliver Ekman-Larsson,D,32.2,74,200,
702,Oliver Wahlstrom,R,23.3,74,204,3.69691564821271
703,Olle Lycksell,R,24.1,70,163,3.6181068792947504
704,Olli Maatta,D,29.1,74,207,
705,Ondrej Kase,R,27.9,72,187,2.5187872399232134
706,Ondrej Palat,L,32.5,72,194,1.828642130106379
707,Oskar Lindblom,L,27.1,73,191,1.4473544970047942
708,Oskar Olausson,R,20.9,73,180,4.416154009995575
709,Oskar Steen,C,25.6,70,193,2.6845727108797033
710,Oskar Sundqvist,C,29.5,75,220,1.7033984736402699
711,Otto Koivula,L,25.1,77,225,2.3114941726078393
712,Owen Beck,C,19.7,71,190,4.562125437775685
713,Owen Power,D,20.9,78,218,
714,Owen Tippett,R,24.6,73,207,2.290738525017641
715,Parker Kelly,L,24.4,72,190,2.445602167156383
716,Parker Wotherspoon,D,26.1,73,190,
717,Pat Maroon,L,35.4,75,234,1.9028039835989417
718,Patric Hornqvist,R,36.7,71,189,2.4324199370174537
719,Patrice Bergeron,C,38.2,73,196,1.654282475878893
720,Patrick Brown,C,31.3,73,210,2.7437389015720863
721,Patrick Kane,R,34.9,70,177,2.400806720667035
722,Patrik Laine,L,25.5,77,205,1.9754103649621761
723,Patrik Nemeth,D,31.6,76,230,
724,Paul Cotter,C,23.9,74,212,2.4113433102733426
725,Paul Stastny,C,37.8,72,193,2.1685062693015205
726,Pavel Buchnevich,L,28.5,73,196,1.7886616896439642
727,Pavel Dorofeyev,L,22.9,73,194,4.520133378563071
728,Pavel Zacha,C,26.5,76,199,1.8398209260686214
729,Pavol Regenda,L,23.8,76,212,3.098230583736466
730,Peyton Krebs,C,22.7,72,187,2.0037457523348614
731,Phil Kessel,"C, R",36.0,71,208,1.6776158410077082
732,Philip Broberg,D,22.3,75,199,
733,Philip Tomasino,C,22.2,72,179,5.327313089166058
734,Philipp Kurashev,C,24.0,72,190,1.8651736755594641
735,Philippe Myers,D,26.7,78,219,
736,Phillip Danault,C,30.6,73,200,2.7343667109588656
737,Phillip Di Giuseppe,L,30.0,72,193,3.6641513000966546
738,Pierre Engvall,L,27.3,77,219,1.4896717893549574
739,Pierre-Edouard Bellemare,L,38.6,71,198,1.995224338263745
740,Pierre-Luc Dubois,L,25.3,76,214,1.45873309416082
741,Pierre-Olivier Joseph,D,24.3,74,185,
742,Pius Suter,C,27.4,71,179,1.8986381303450108
743,Pontus Holmberg,R,24.6,72,202,4.44916477105535
744,Quinn Hughes,D,24.0,70,180,
745,Quinton Byfield,C,21.1,77,220,2.578563095989702
746,Radek Faksa,C,29.7,75,225,1.527363123163578
747,Radim Simek,D,31.0,72,204,
748,Radim Zohorna,L,27.4,78,220,4.310151360451277
749,Radko Gudas,D,33.3,72,208,
750,Rafael Harvey-Pinard,L,24.7,69,181,3.3079319506301816
751,Rasmus Andersson,D,26.9,73,202,
752,Rasmus Asplund,C,25.8,71,185,1.9132194306979011
753,Rasmus Dahlin,D,23.5,75,202,
754,Rasmus Kupari,C,23.5,74,200,1.8605300615684777
755,Rasmus Ristolainen,D,28.9,76,221,
756,Rasmus Sandin,D,23.6,71,182,
757,Reese Johnson,C,25.2,73,193,2.9721802956752126
758,Reilly Smith,R,32.5,73,185,1.985046122889844
759,Rem Pitlick,C,26.5,71,186,1.9921638361339664
760,Rickard Rakell,R,30.4,73,195,1.1624529022717438
761,Ridly Greig,C,21.1,72,183,4.048969028036645
762,Riley Sheahan,C,31.8,74,214,4.674281843235386
763,Riley Stillman,D,25.6,73,196,
764,Riley Tufte,L,25.5,78,230,2.4347512480744316
765,Robby Fabbri,C,27.7,71,185,2.085594809640645
766,Robert Bortuzzo,D,34.5,76,216,
767,Robert Hagg,D,28.6,74,210,
768,Robert Thomas,C,24.2,72,218,1.9418606824383662
769,Robin Salo,D,25.0,74,190,
770,Roland McKeown,D,27.7,73,195,
771,Roman Josi,D,33.3,73,201,
772,Ronnie Attard,D,24.5,75,208,
773,Roope Hintz,C,26.9,75,215,1.8557756760988111
774,Ross Colton,C,27.1,72,194,1.969656833054936
775,Ross Johnston,L,29.6,77,230,3.4549201495837782
776,Rourke Chartier,C,27.5,71,190,2.7081784486994205
777,Rudolfs Balcers,L,26.5,71,182,2.203140485761178
778,Ryan Carpenter,C,32.7,73,198,2.506257169565804
779,Ryan Donato,C,27.5,72,190,1.728210392284458
780,Ryan Graves,D,28.4,77,220,
781,Ryan Hartman,R,29.0,72,197,1.946930363418271
782,Ryan Johansen,C,31.2,75,218,1.529641134384141
783,Ryan Lindgren,D,25.6,72,190,
784,Ryan Lomberg,L,29.1,69,187,2.3800838031464346
785,Ryan McDonagh,D,34.3,73,215,
786,Ryan McLeod,C,24.0,74,207,1.721993658524909
787,Ryan Murray,D,30.0,73,206,
788,Ryan Nugent-Hopkins,C,30.5,72,195,1.8807234219842106
789,Ryan O'Reilly,C,32.6,73,207,1.7619112803997825
790,Ryan Poehling,C,24.7,74,196,2.1164412843261204
791,Ryan Pulock,D,29.0,74,216,
792,Ryan Reaves,R,36.7,74,225,2.0083812287511544
793,Ryan Strome,C,30.2,73,191,3.9509491973448614
794,Ryan Suter,D,38.7,73,205,
795,Saku Maenalanen,R,29.3,76,214,2.1831122646350556
796,Sam Bennett,C,27.3,73,195,1.1144478274015348
797,Sam Carrick,C,31.7,72,200,2.325545740251093
798,Sam Gagner,C,34.1,71,201,2.101101054209434
799,Sam Lafferty,C,28.6,73,195,1.4635230746387284
800,Sam Poulin,R,22.6,73,208,4.7117204193372935
801,Sam Reinhart,C,27.9,74,193,1.2893039168481575
802,Sam Steel,C,25.7,71,184,1.6124757238482696
803,Sammy Blais,L,27.3,74,206,1.7396299002948883
804,Sampo Ranta,L,23.3,74,195,3.198817368966225
805,Samuel Bolduc,D,22.8,76,220,
806,Samuel Fagemo,L,23.5,72,200,4.221712751952695
807,Samuel Girard,D,25.4,70,170,
808,Samuel Knazko,D,21.1,73,198,
809,Samuel Walker,C,24.3,70,180,3.528033303414242
810,Scott Harrington,D,30.6,74,204,
811,Scott Laughton,C,29.3,73,190,1.4136962049888937
812,Scott Mayfield,D,31.0,77,220,
813,Sean Durzi,D,24.9,72,195,
814,Sean Farrell,C,21.9,69,175,4.0176631752798775
815,Sean Kuraly,C,30.7,74,213,2.4600269835918462
816,Sean Monahan,C,29.0,74,196,2.939831456053221
817,Sean Walker,D,28.9,71,195,
818,Sebastian Aho,C,26.2,72,176,2.713241181686582
819,Semyon Der-Arguchintsev,C,23.0,70,188,3.360362950634945
820,Seth Jarvis,C,21.7,70,175,1.5442673861737801
821,Seth Jones,D,29.0,76,213,
822,Shane Bowers,C,24.2,74,186,2.990722762142957
823,Shane Pinto,C,22.9,75,201,2.2814197334116315
824,Shane Wright,C,19.7,72,192,4.84316616584647
825,Shayne Gostisbehere,D,30.4,71,180,
826,Shea Theodore,D,28.2,74,197,
827,Sheldon Dries,C,29.4,69,180,2.317865923646146
828,Sheldon Rempal,R,28.2,70,165,2.6724899326283715
829,Sidney Crosby,C,36.2,71,200,1.6704814395856065
830,Simon Benoit,D,25.0,75,203,
831,Simon Edvinsson,D,20.7,78,209,
832,Simon Holmstrom,R,22.4,74,205,1.9407612398231775
833,Sonny Milano,L,27.4,72,194,1.9447940765027034
834,Spencer Stastney,D,23.7,72,184,
835,Stanislav Svozil,D,20.7,72,183,
836,Stefan Noesen,R,30.6,73,205,1.4232975931254472
837,Steven Fogarty,C,30.5,75,204,4.168007317651926
838,Steven Lorentz,C,27.5,76,206,2.7907105385546536
839,Steven Santini,D,28.6,74,209,
840,Steven Stamkos,C,33.6,72,182,2.20300332273921
841,T.J. Oshie,R,36.8,72,187,1.5017094892155403
842,TJ Brodie,D,33.3,74,187,
843,Tage Thompson,"C, R",25.9,78,220,2.165617867953624
844,Tanner Jeannot,L,26.3,74,208,1.5442566626050223
845,Tanner Laczynski,C,26.3,73,190,3.114776041708297
846,Tanner Pearson,L,31.1,73,201,3.3105992267261835
847,Taro Hirose,L,27.3,70,162,2.932737183929034
848,Taylor Fedun,D,35.3,73,200,
849,Taylor Hall,L,31.9,73,210,1.5113736004046123
850,Taylor Raddysh,R,25.6,75,198,2.363419505716241
851,Teddy Blueger,C,29.1,72,185,1.623489732027892
852,Teuvo Teravainen,L,29.1,71,191,2.562534105138894
853,Thomas Bordeleau,C,21.7,70,175,3.5653545055155456
854,Thomas Chabot,D,26.7,74,195,
855,Thomas Harley,D,22.1,75,205,
856,Thomas Novak,C,26.4,73,179,1.9985998999299486
857,Tim Berni,D,23.6,72,192,
858,Tim St��tzle,L,21.7,72,193,1.5900235721523124
859,Timo Meier,R,27.0,73,220,2.5953134608366675
860,Timothy Liljegren,D,24.4,73,192,
861,Tobias Bjornfot,D,22.5,72,200,
862,Tom Wilson,R,29.5,76,220,5.009064658197176
863,Tomas Hertl,C,29.9,75,215,1.4285998880022361
864,Tomas Nosek,L,31.1,75,205,1.6930683949563285
865,Tomas Tatar,L,32.8,70,173,1.4430966703585721
866,Tony DeAngelo,D,27.9,71,180,
867,Torey Krug,D,32.5,69,194,
868,Travis Boyd,C,30.0,72,190,2.036442611516465
869,Travis Dermott,D,26.8,72,202,
870,Travis Hamonic,D,33.1,73,200,
871,Travis Konecny,R,26.6,70,175,1.6290535258241208
872,Travis Sanheim,D,27.5,75,181,
873,Trent Frederic,C,25.6,75,214,2.1975224117173395
874,Trevor Lewis,C,36.7,73,201,4.331645627241453
875,Trevor Moore,"C, L",28.5,70,195,2.1950903944940405
876,Trevor Zegras,C,22.5,72,185,1.5055574914296705
877,Trevor van Riemsdyk,D,32.2,75,191,
878,Trey Fix-Wolansky,R,24.4,67,191,3.3331201883520487
879,Tristen Robins,C,21.9,70,176,3.5693958872615976
880,Troy Stecher,D,29.5,70,184,
881,Troy Terry,R,26.1,72,185,1.6949139329181286
882,Tucker Poolman,D,30.3,74,199,
883,Ty Dellandrea,C,23.2,73,195,2.1473203091294977
884,Ty Smith,D,23.5,71,180,
885,Tyce Thompson,R,24.2,73,175,3.3987618274895337
886,Tyler Angle,C,23.0,70,171,4.858778504933109
887,Tyler Benson,L,25.5,72,190,2.762370366189154
888,Tyler Bertuzzi,L,28.6,73,186,2.265611961479724
889,Tyler Johnson,C,33.2,68,185,2.2663568209794325
890,Tyler Kleven,D,21.7,76,200,
891,Tyler Motte,"C, L",28.6,70,192,2.055586385924951
892,Tyler Myers,D,33.7,80,229,
893,Tyler Pitlick,C,31.9,74,200,1.9946798515049977
894,Tyler Seguin,C,31.7,73,205,2.5831684788259563
895,Tyler Toffoli,R,31.4,72,203,1.5052404293002493
896,Tyler Tucker,D,23.6,73,204,
897,Tyson Barrie,D,32.2,71,197,
898,Tyson Foerster,R,21.7,74,194,4.560329219475279
899,Tyson Jost,C,25.6,71,187,1.9458625311157018
900,Urho Vaakanainen,D,24.7,74,200,
901,Valeri Nichushkin,R,28.6,76,210,1.8758999840076767
902,Vasily Podkolzin,R,22.3,73,190,5.087786334939785
903,Victor Hedman,D,32.8,79,244,
904,Victor Mete,D,25.3,69,187,
905,Victor Olofsson,L,28.2,71,181,1.656929316537069
906,Victor Soderstrom,D,22.6,71,184,
907,Viktor Arvidsson,"L, R",30.5,70,185,1.9037005646897307
908,Ville Heinola,D,22.7,71,181,
909,Vince Dunn,D,26.9,72,200,
910,Vincent Desharnais,D,27.3,78,215,
911,Vincent Iorio,D,20.9,76,200,
912,Vincent Trocheck,C,30.2,71,184,1.0871722218673545
913,Vinni Lettieri,C,28.6,70,184,1.9150779723029556
914,Vinnie Hinostroza,C,29.5,70,183,2.3190917597197394
915,Vitali Kravtsov,R,23.8,75,186,2.3624967216908472
916,Vladimir Tarasenko,R,31.8,73,228,2.4688417446243887
917,Vladislav Gavrikov,D,27.9,75,221,
918,Vladislav Kolyachonok,D,22.4,73,193,
919,Vladislav Namestnikov,C,30.9,72,179,1.8829456152528679
920,Wade Allison,R,26.0,74,205,1.987897291109378
921,Walker Duehr,R,25.9,74,210,4.059899131751919
922,Warren Foegele,L,27.5,74,198,1.9397612507728883
923,Wayne Simmonds,R,35.1,74,184,3.3252980076979566
924,Will Borgen,D,26.8,75,204,
925,Will Cuylle,L,21.7,75,211,3.769962995839615
926,William Bitten,C,25.2,71,180,3.1692671376834105
927,William Carrier,L,28.8,74,218,2.2270201525805735
928,William Dufour,R,21.7,74,215,4.661622696014769
929,William Eklund,L,21.0,71,181,4.254028025295555
930,William Karlsson,C,30.7,72,190,1.1833582509113632
931,William Lockwood,R,25.3,71,172,2.730322134840502
932,William Nylander,R,27.4,72,204,1.2176651263791698
933,Wyatt Johnston,C,20.4,73,185,2.196664052603401
934,Wyatt Kaiser,D,21.2,72,173,
935,Yakov Trenin,C,26.7,74,201,1.5451539211353658
936,Yanni Gourde,C,31.8,69,174,3.0803637057983915
937,Yegor Chinakhov,R,22.7,73,204,5.107745964708895
938,Yegor Sharangovich,C,25.3,74,196,2.0320962058918375
939,Zac Dalpe,C,33.9,74,197,3.327164865166738
940,Zac Jones,D,23.0,70,178,
941,Zach Aston-Reese,C,29.1,73,205,1.7421709990698377
942,Zach Bogosian,D,33.2,74,222,
943,Zach Hyman,L,31.3,73,211,2.2701779908192212
944,Zach Parise,L,39.2,71,195,2.222770343512797
945,Zach Sanford,L,28.9,76,206,4.015318348524809
946,Zach Werenski,D,26.2,74,213,
947,Zach Whitecloud,D,26.8,74,207,
948,Zack Kassian,R,32.7,75,211,2.255119145411169
949,Zack MacEwen,C,27.2,75,205,2.3138667442184304
950,Zemgus Girgensons,L,29.7,74,200,1.8163570794312442
